Name, Power, Strength, Magic, Intelligence, Speed, Defense, Poison, Rage, Corrupted, Evilness, Age, Personality, Hometown, Favorite_Color, Weakness, Height, Weight, isVillain, isLiving, isEmployed, isHuman
Night Girl, 90, 47, 14, 24, 63, 45, 8, 13, 55, 3, 18.00, Sarcastic, Columbus, 0x66dbf3, Silver weakness, 9' 6'', 170.47354, False, False, True, True
Power Ghost, 48, 28, 13, 22, 4, 1, 38, 58, 42, 23, 25.10, Cold blooded, London, 0x03f0d3, Impulsive, 7' 10'', 185.14079, False, False, False, True
Radioactive Boy, 54, 95, 10, 62, 82, 59, 72, 71, 88, 31, 4693.59, Compassionate, Kolkata, 0x9b5601, Overconfident, 12' 0'', 20.07856, True, False, True, False
Masked Girl, 18, 96, 88, 7, 18, 98, 53, 9, 30, 32, 34.84, Cruel, Lima, 0x24ea0f, Hubris, 0' 5'', 72.23355, False, False, True, True
Invisible Boy, 53, 100, 74, 6, 68, 74, 75, 84, 14, 70, 46.04, Vengeful, Charlotte, 0xc4378d, Power addicted, 3' 8'', 132.03567, True, False, True, False
Rocket Hornet, 62, 11, 5, 15, 93, 48, 15, 58, 22, 1, 589.84, Power hungry, Johannesburg, 0x0abef4, Short sighted, 9' 10'', 189.49843, True, True, True, True
Iron Phantom, 100, 29, 58, 85, 93, 27, 52, 47, 73, 94, 33.08, Sadistic, Belo Horizonte, 0xc833d0, Soft hearted, 15' 0'', 296.16887, True, True, True, False
Iron Fist, 100, 32, 11, 37, 89, 78, 34, 50, 20, 36, 42.93, Honorable, Jakarta, 0xef2a2b, Trusting, 7' 8'', 258.90064, False, False, False, True
The Master, 88, 24, 64, 63, 4, 79, 27, 26, 93, 10, 21.55, Protective, Osaka, 0x19df0b, Manipulable, 15' 11'', 240.70324, False, False, False, False
Rocket Ghost, 13, 63, 69, 87, 21, 46, 90, 21, 66, 12, 18.00, Cruel, Surat, 0x21a3d5, Distrustful, 4' 2'', 135.31028, False, False, False, False
Doctor Girl, 28, 100, 13, 96, 73, 38, 77, 91, 89, 2, 42.88, Cold blooded, Sao Paulo, 0x11741c, Lonely, 3' 3'', 51.43547, True, True, False, True
Crimson Warrior, 59, 65, 41, 89, 52, 42, 82, 9, 20, 100, 2699.71, Brave, Dongguan, 0xbc1a19, Power addicted, 20' 1'', 70.62660, False, False, False, True
Night Claw, 11, 80, 7, 66, 67, 68, 5, 78, 70, 84, 31.53, Compassionate, Foshan, 0xaf45dd, Short sighted, 12' 3'', 263.86881, False, False, False, False
The Girl, 85, 66, 96, 57, 3, 16, 18, 35, 37, 77, 27.44, Brave, Dalian, 0xd405f5, Water weakness, 4' 4'', 90.16779, False, True, True, True
The Soldier, 45, 54, 81, 47, 0, 32, 55, 58, 68, 50, 22.87, Compassionate, Suzhou, 0x4217c1, Radiation weak, 4' 9'', 142.61169, False, False, False, True
Iron Entity, 52, 8, 13, 32, 89, 81, 96, 35, 85, 33, 4369.06, Cunning, New York City, 0x452b43, Water weakness, 16' 9'', 293.56087, False, True, False, True
Ms Machine, 79, 31, 64, 71, 74, 92, 22, 22, 10, 63, 52.92, Vengeful, Mexico City, 0x637c15, Naive, 16' 10'', 146.67814, True, False, True, False
The Void, 56, 44, 100, 82, 74, 78, 96, 78, 1, 75, 20.60, Arrogant, Seattle, 0x23b8bd, Magic vulnerable, 17' 10'', 24.14290, False, True, True, False
Master Fist, 98, 43, 87, 55, 89, 95, 18, 72, 43, 10, 47.97, Calculating, Manila, 0xab12ad, Manipulable, 14' 3'', 12.00298, False, True, True, False
Human Shadow, 62, 8, 36, 0, 84, 11, 90, 96, 30, 13, 37.85, Cunning, Cape Town, 0xe5cf2f, Naive, 17' 10'', 241.35554, True, True, False, False
Captain Woman, 70, 42, 11, 84, 74, 95, 62, 20, 17, 79, 36.69, Cunning, New York City, 0xafae63, Impulsive, 5' 7'', 73.41381, True, True, True, True
Metal Centurion, 86, 100, 21, 97, 54, 31, 87, 64, 55, 58, 23.46, Calculating, Dhaka, 0xc043be, Egotistical, 2' 4'', 108.20244, True, False, False, False
Invisible Darkness, 34, 66, 63, 61, 78, 41, 90, 62, 46, 34, 30.75, Compassionate, Tokyo, 0x1d3690, Water weakness, 12' 2'', 286.83117, True, True, False, True
Power Shadow, 8, 24, 34, 2, 28, 6, 22, 85, 99, 24, 18.00, Protective, Tehran, 0xc96bd9, Sound sensitive, 13' 0'', 21.96447, True, True, True, True
Dark Lightning, 64, 10, 81, 20, 77, 19, 82, 71, 35, 35, 18.00, Arrogant, Columbus, 0xb606e6, Radiation weak, 15' 3'', 165.75778, True, True, False, True
Ancient Ghost, 80, 77, 70, 28, 22, 87, 84, 42, 88, 97, 8846.86, Sadistic, Bangalore, 0xb8eb39, Light sensitive, 0' 1'', 145.09267, False, False, True, False
Master Man, 65, 99, 33, 54, 94, 2, 42, 48, 1, 43, 48.90, Brave, Columbus, 0xdc46c4, Soft hearted, 9' 9'', 31.13955, False, True, False, False
Human Warrior, 77, 8, 71, 62, 38, 80, 61, 93, 49, 61, 42.41, Stoic, Kuala Lumpur, 0x6c41e9, Sound sensitive, 7' 1'', 70.37228, False, True, True, True
Radioactive Warrior, 11, 45, 68, 88, 28, 2, 86, 23, 51, 34, 58.73, Brave, Sydney, 0xde7551, Naive, 0' 2'', 141.90465, True, True, False, True
Crimson Centurion, 28, 55, 62, 10, 99, 73, 49, 45, 50, 5, 35.50, Loyal, Sao Paulo, 0x558ad1, Guilt ridden, 20' 10'', 166.02228, True, True, True, False
Wonder Fist, 5, 32, 85, 17, 56, 70, 27, 8, 100, 86, 1020.79, Charismatic, Shenzhen, 0xd1a657, Ice weakness, 20' 1'', 50.47289, False, False, True, False
Spider Hulk, 92, 61, 32, 50, 74, 50, 35, 62, 80, 15, 53.63, Charismatic, Kano, 0xd027e5, Soft hearted, 6' 4'', 275.51656, True, False, False, False
Crimson Crusader, 69, 47, 27, 99, 79, 38, 22, 68, 98, 11, 18.00, Calculating, Brasilia, 0x12ab00, Light sensitive, 9' 1'', 169.93725, True, False, True, False
The Knight, 71, 50, 15, 98, 19, 21, 81, 27, 41, 53, 29.25, Cruel, Nagoya, 0xd882a6, Reckless, 5' 3'', 42.59001, True, True, True, True
Human Phantom, 88, 40, 35, 43, 65, 7, 55, 96, 27, 53, 21.20, Power hungry, Fortaleza, 0xfa2ceb, Distrustful, 5' 8'', 11.50264, True, False, True, False
Super Cloak, 13, 6, 43, 91, 38, 62, 78, 91, 90, 73, 57.70, Cunning, Phoenix, 0x620ceb, Sound sensitive, 20' 11'', 26.02512, True, False, False, True
Doctor Cloak, 96, 43, 25, 58, 70, 88, 60, 12, 7, 16, 19.30, Vengeful, Columbus, 0x068e67, Sound sensitive, 13' 8'', 259.53276, True, True, True, False
Impossible Knight, 74, 83, 88, 100, 37, 49, 5, 16, 58, 60, 35.69, Brave, Chongqing, 0xf33d8e, Hotheaded, 9' 8'', 54.92040, False, True, False, False
Ms Fist, 95, 78, 67, 95, 55, 83, 46, 99, 30, 99, 24.19, Stoic, Wuhan, 0xda7509, Energy drain, 6' 7'', 289.85521, False, False, False, False
Invisible Girl, 97, 45, 66, 10, 17, 11, 92, 81, 30, 16, 37.28, Loyal, Beijing, 0x732ea7, Power addicted, 8' 6'', 76.41299, True, True, False, True
Wonder Surfer, 49, 4, 78, 78, 11, 15, 90, 53, 15, 88, 35.30, Stoic, Karachi, 0x600f2d, Lonely, 20' 6'', 210.29375, False, False, False, True
Spider Surfer, 70, 7, 60, 44, 43, 100, 18, 82, 19, 28, 23.23, Determined, Madrid, 0x0072d1, Lonely, 4' 4'', 213.76307, True, False, True, False
Rocket Darkness, 61, 0, 19, 16, 47, 5, 13, 36, 54, 2, 40.37, Cold blooded, Bogota, 0xed73c6, Energy drain, 19' 2'', 151.74760, True, True, False, False
Silver Warrior, 80, 67, 18, 12, 82, 48, 97, 96, 45, 77, 18.00, Clever, Yangon, 0x4eb6ab, Electric weakness, 17' 5'', 231.94336, False, True, True, False
Master Lightning, 100, 32, 30, 81, 87, 5, 55, 17, 51, 78, 42.51, Charismatic, Sao Paulo, 0x5b7e62, Hubris, 5' 3'', 25.50435, True, True, True, False
Metal Claw, 30, 4, 11, 22, 80, 86, 88, 24, 83, 34, 35.35, Manipulative, Belo Horizonte, 0x924f8c, Darkness bound, 2' 2'', 102.23730, True, True, False, True
Masked Entity, 37, 42, 25, 55, 70, 63, 85, 56, 8, 51, 58.17, Arrogant, Tianjin, 0xd69d23, Technology vulnerable, 7' 7'', 198.30993, True, True, True, True
Super Hulk, 66, 95, 17, 82, 1, 72, 36, 20, 53, 39, 18.00, Clever, San Jose, 0xb40b29, Lonely, 5' 2'', 87.63790, True, True, False, True
Masked Lightning, 6, 84, 79, 72, 34, 9, 71, 41, 84, 52, 43.91, Arrogant, Ahmedabad, 0x09faf4, Power addicted, 14' 1'', 67.81508, False, True, False, True
The Lightning, 70, 78, 68, 78, 96, 17, 20, 76, 44, 38, 38.24, Brave, Dongguan, 0xf1e9a6, Technology vulnerable, 19' 0'', 271.41686, False, False, True, True
Ancient Crusader, 14, 41, 53, 9, 85, 69, 19, 97, 50, 70, 53.19, Loyal, Barcelona, 0x2ccbf5, Technology vulnerable, 3' 2'', 49.94767, False, True, False, False
Metal Entity, 25, 21, 25, 85, 19, 17, 23, 78, 37, 18, 52.91, Cunning, Kinshasa, 0x116d29, Darkness bound, 11' 5'', 281.49379, True, False, True, True
Masked Hulk, 14, 90, 38, 65, 62, 69, 80, 53, 27, 50, 36.87, Compassionate, Ahmedabad, 0xf2481a, Ice weakness, 5' 7'', 102.05915, True, False, True, False
Impossible Soldier, 94, 17, 72, 15, 53, 93, 74, 29, 94, 54, 44.14, Honorable, Tehran, 0x7660d9, Trusting, 19' 9'', 290.16983, True, True, False, False
Human Ghost, 43, 71, 89, 33, 57, 1, 57, 78, 59, 41, 41.56, Reckless, Jacksonville, 0xab50f4, Distrustful, 4' 2'', 72.43636, True, True, False, True
Spider Fist, 54, 11, 45, 23, 18, 77, 42, 11, 36, 54, 35.62, Arrogant, San Jose, 0x5203ce, Manipulable, 7' 9'', 5.82527, False, False, True, False
Wonder Ghost, 41, 99, 20, 55, 91, 69, 71, 32, 21, 94, 39.36, Brave, Mexico City, 0x1fee7b, Hotheaded, 7' 7'', 176.24367, True, False, True, False
Rocket Daredevil, 73, 88, 43, 3, 49, 6, 91, 71, 95, 46, 3265.90, Clever, Wuhan, 0x6befe9, Guilt ridden, 13' 4'', 57.68123, False, True, True, True
Rocket Entity, 35, 10, 7, 5, 75, 46, 16, 63, 67, 58, 37.28, Cruel, Dhaka, 0x166154, Fire weakness, 17' 11'', 145.19972, False, True, True, False
Silver Crusader, 12, 15, 31, 16, 92, 78, 79, 49, 89, 95, 2704.41, Honorable, Manila, 0xb62bee, Magic vulnerable, 5' 8'', 76.79724, True, True, False, False
Radioactive Machine, 23, 60, 0, 94, 92, 76, 86, 6, 12, 17, 52.81, Calculating, Porto Alegre, 0xd81f90, Electric weakness, 3' 6'', 231.67030, True, False, True, False
Masked Centurion, 55, 11, 30, 6, 57, 12, 53, 43, 49, 98, 40.13, Loyal, Osaka, 0x277c0a, Water weakness, 8' 10'', 221.40486, True, True, True, True
Dark Machine, 73, 34, 1, 15, 35, 24, 0, 91, 97, 76, 28.20, Arrogant, Guangzhou, 0xe85c67, Manipulable, 3' 10'', 158.67873, False, False, False, True
Metal Void, 41, 91, 72, 37, 16, 79, 85, 89, 73, 97, 23.42, Power hungry, Xi'an, 0xea9886, Prideful, 18' 8'', 50.42060, True, False, True, True
Power Soldier, 34, 9, 79, 24, 17, 28, 23, 6, 11, 80, 18.00, Clever, Lagos, 0xc9db12, Technology vulnerable, 17' 7'', 200.17239, True, False, True, False
Dark Ghost, 61, 94, 100, 48, 12, 25, 2, 35, 93, 81, 19.04, Determined, Nagoya, 0xfa494a, Greedy, 12' 6'', 177.35392, False, False, True, False
Spider Master, 14, 27, 43, 38, 64, 46, 24, 34, 27, 21, 38.74, Obsessive, Dhaka, 0xc1a380, Impulsive, 3' 11'', 100.17790, True, True, False, False
Invisible X, 26, 33, 28, 77, 65, 18, 44, 73, 54, 60, 19.50, Clever, London, 0x47a5a4, Hotheaded, 11' 5'', 160.35537, False, False, True, False
Captain Cloak, 72, 28, 16, 10, 21, 50, 27, 70, 11, 98, 41.44, Stoic, Beijing, 0x2c65f7, Greedy, 2' 0'', 10.88966, False, False, True, True
Mr Warrior, 28, 10, 58, 89, 3, 76, 77, 4, 4, 35, 57.55, Stoic, Singapore, 0xd29ecf, Manipulable, 17' 9'', 262.32531, True, False, False, False
Wonder Shadow, 99, 17, 10, 86, 9, 28, 77, 93, 93, 69, 31.80, Manipulative, Dalian, 0x26a943, Soft hearted, 0' 8'', 182.69153, True, True, False, True
Crimson Skull, 80, 4, 80, 57, 12, 87, 52, 30, 41, 84, 46.33, Power hungry, Lagos, 0xc886e7, Lonely, 13' 5'', 55.23421, False, False, True, True
Human Man, 82, 69, 18, 71, 82, 11, 73, 50, 67, 16, 24.61, Vengeful, Haerbin, 0x4f8985, Technology vulnerable, 1' 6'', 168.30952, False, True, True, True
Captain Boy, 42, 65, 16, 41, 62, 13, 62, 74, 56, 32, 23.73, Brave, Cape Town, 0x39e3b2, Reckless, 5' 8'', 260.62655, True, True, True, True
Impossible Crusader, 28, 11, 66, 3, 41, 65, 50, 73, 38, 54, 24.26, Charismatic, Delhi, 0x4ff2a1, Stubborn, 2' 3'', 271.61480, True, False, False, False
Incredible Centurion, 67, 46, 48, 2, 86, 37, 97, 56, 10, 89, 38.04, Obsessive, Cairo, 0x2ebd36, Overconfident, 2' 4'', 90.36245, True, False, False, False
Human Soldier, 28, 100, 16, 76, 75, 86, 87, 22, 22, 69, 49.46, Sadistic, Phoenix, 0x204558, Technology vulnerable, 14' 7'', 163.29886, True, True, False, False
Captain Daredevil, 87, 3, 71, 33, 98, 90, 27, 79, 82, 53, 46.86, Obsessive, Detroit, 0x42af42, Energy drain, 20' 11'', 171.24940, False, False, False, False
Master Doom, 75, 92, 81, 47, 86, 24, 25, 71, 51, 49, 19.93, Cunning, Lima, 0x5a87f6, Hotheaded, 17' 0'', 199.14763, False, False, True, False
Masked Shadow, 97, 72, 76, 6, 65, 95, 71, 34, 11, 96, 53.92, Vengeful, Ahmedabad, 0x84080c, Poison susceptible, 13' 11'', 21.43269, False, True, True, False
Doctor Machine, 76, 78, 11, 64, 36, 24, 29, 17, 44, 36, 25.77, Ruthless, Charlotte, 0x999c39, Energy drain, 17' 10'', 131.84921, True, True, False, False
Impossible Entity, 32, 0, 43, 63, 67, 31, 43, 68, 77, 71, 55.84, Sadistic, Guangzhou, 0xe5b2cc, Fearful, 2' 4'', 168.12563, True, True, False, True
Wonder Machine, 43, 32, 77, 56, 14, 45, 67, 7, 96, 37, 44.60, Stoic, Kano, 0x850911, Fire weakness, 18' 7'', 41.38027, False, True, False, False
Human Master, 81, 59, 45, 60, 6, 27, 90, 34, 14, 72, 4641.01, Obsessive, Houston, 0x8e4e28, Soft hearted, 1' 8'', 157.58516, False, True, False, True
Master Claw, 12, 16, 62, 66, 67, 95, 70, 89, 92, 56, 34.62, Ruthless, Suzhou, 0x3c11ea, Silver weakness, 20' 10'', 251.67987, False, False, False, False
Power Entity, 65, 5, 46, 37, 10, 100, 19, 60, 57, 23, 63.67, Protective, Shenzhen, 0x68ecef, Poison susceptible, 7' 10'', 259.72449, False, True, False, False
Mr Doom, 100, 27, 92, 97, 23, 43, 53, 7, 6, 26, 30.37, Sadistic, Indianapolis, 0x56ef81, Prideful, 1' 2'', 68.61721, True, True, True, True
Metal Phantom, 86, 60, 11, 21, 65, 86, 19, 41, 88, 53, 44.52, Stoic, Kinshasa, 0xe996e9, Fire weakness, 3' 10'', 161.12213, True, False, False, False
Professor Skull, 28, 4, 24, 57, 34, 89, 10, 62, 50, 48, 86.52, Honorable, Haerbin, 0xc58e40, Light sensitive, 12' 11'', 11.08223, True, True, True, False
Rocket Shadow, 62, 71, 59, 13, 72, 97, 65, 93, 3, 87, 36.82, Loyal, Dhaka, 0x810393, Vengeful, 7' 4'', 248.09267, False, True, True, True
Invisible Knight, 89, 0, 86, 6, 60, 73, 73, 23, 89, 67, 50.09, Determined, Baghdad, 0xe62a2e, Prideful, 13' 1'', 246.42568, False, True, True, True
Ms Hornet, 57, 95, 82, 82, 78, 31, 98, 41, 99, 70, 62.69, Determined, Indianapolis, 0xd481dd, Silver weakness, 7' 1'', 246.41434, True, False, False, False
Dark Void, 16, 38, 44, 7, 75, 75, 57, 31, 15, 52, 36.37, Manipulative, Haerbin, 0x5fe06a, Short sighted, 20' 10'', 30.25437, False, False, True, False
Power Phantom, 43, 35, 9, 49, 66, 57, 5, 70, 38, 9, 57.06, Compassionate, Wuhan, 0x8ae31d, Fire weakness, 14' 8'', 106.53774, True, False, False, True
The Phantom, 53, 14, 43, 97, 9, 66, 16, 26, 60, 5, 52.16, Protective, Dongguan, 0x249b2b, Egotistical, 16' 2'', 6.13169, True, False, True, False
Iron Master, 40, 18, 48, 73, 71, 0, 96, 23, 97, 0, 45.52, Cruel, Seattle, 0x28e216, Poison susceptible, 19' 4'', 237.41860, False, False, True, False
Impossible Woman, 29, 85, 33, 78, 56, 42, 84, 39, 79, 71, 44.52, Obsessive, Nairobi, 0xe666e8, Magic vulnerable, 13' 2'', 157.28488, False, False, True, False
Dark Centurion, 67, 83, 85, 65, 55, 96, 18, 67, 76, 48, 28.03, Stoic, Dongguan, 0x01eec7, Soft hearted, 18' 6'', 233.65038, False, True, False, False
Captain Skull, 40, 27, 44, 3, 64, 70, 22, 39, 92, 85, 18.00, Charismatic, Tokyo, 0x544d1a, Paranoid, 20' 0'', 289.69502, False, True, False, True
Impossible X, 95, 72, 58, 59, 2, 70, 30, 71, 41, 93, 28.62, Loyal, Chengdu, 0x038b84, Naive, 10' 3'', 80.89096, True, True, True, True
Silver Cloak, 51, 14, 0, 30, 30, 16, 29, 24, 34, 91, 67.44, Calculating, Belo Horizonte, 0xc6f8fc, Vengeful, 0' 4'', 30.33972, False, False, True, True
Mr Man, 56, 37, 48, 4, 66, 42, 0, 19, 68, 57, 33.42, Power hungry, Shenzhen, 0xeda31e, Manipulable, 3' 6'', 24.04155, True, True, True, False
Iron Skull, 3, 34, 81, 48, 66, 29, 13, 40, 43, 69, 23.28, Determined, Surat, 0xc86a11, Technology vulnerable, 2' 10'', 70.98687, True, False, False, True
Impossible Girl, 97, 62, 30, 58, 61, 31, 3, 54, 49, 74, 27.18, Charismatic, Riyadh, 0x7dbac3, Electric weakness, 10' 2'', 180.36735, True, False, False, True
Metal X, 84, 46, 62, 3, 33, 3, 2, 13, 45, 79, 23.74, Determined, Dar es Salaam, 0x45f8ea, Overconfident, 20' 1'', 151.62342, False, True, False, True
Mr Surfer, 52, 98, 61, 84, 24, 65, 10, 16, 63, 70, 18.00, Manipulative, Abidjan, 0xdb3bf6, Power addicted, 6' 6'', 42.29754, True, False, True, False
Power Boy, 30, 32, 66, 52, 34, 14, 62, 62, 81, 54, 42.58, Power hungry, San Francisco, 0x865abb, Silver weakness, 3' 4'', 126.77392, True, False, True, True
Invisible Entity, 57, 94, 81, 42, 89, 51, 100, 31, 93, 79, 18.00, Manipulative, Shenyang, 0xc0b7c5, Soft hearted, 2' 6'', 168.38220, False, False, False, True
Super Crusader, 58, 40, 45, 56, 19, 75, 45, 9, 40, 39, 60.02, Power hungry, San Francisco, 0x14dddd, Distrustful, 2' 1'', 19.94356, False, True, False, False
Metal Woman, 51, 11, 51, 11, 64, 9, 32, 92, 97, 41, 40.54, Arrogant, Barcelona, 0x3e0f29, Electric weakness, 19' 7'', 86.80501, True, True, True, True
Crimson Void, 81, 81, 60, 81, 67, 27, 47, 31, 52, 90, 25.62, Obsessive, Dongguan, 0x227fee, Fire weakness, 7' 1'', 147.41041, False, True, True, True
Green Entity, 96, 42, 81, 55, 81, 84, 75, 37, 11, 66, 28.69, Loyal, Nanjing, 0x24d82c, Ice weakness, 8' 6'', 201.19947, True, True, False, False
Silver Doom, 81, 12, 48, 8, 37, 9, 45, 36, 74, 8, 18.00, Arrogant, Charlotte, 0xce4ad8, Impulsive, 20' 10'', 96.04037, False, True, True, True
Green Doom, 14, 7, 83, 39, 62, 25, 77, 80, 65, 32, 35.17, Honorable, Suzhou, 0x3bc1f9, Trusting, 12' 1'', 6.55487, False, True, False, True
Night Man, 18, 26, 22, 62, 67, 88, 5, 3, 58, 14, 58.77, Determined, Porto Alegre, 0x1cf00c, Ice weakness, 19' 8'', 141.97435, True, True, False, False
Captain Master, 90, 56, 40, 19, 81, 78, 60, 66, 18, 17, 23.65, Obsessive, Chennai, 0x8545ba, Naive, 20' 6'', 3.72469, True, True, True, True
Metal Ghost, 53, 64, 28, 75, 45, 44, 54, 31, 1, 2, 8503.67, Ruthless, Paris, 0x08ef93, Hubris, 5' 4'', 168.51871, False, False, False, True
Professor Hornet, 49, 25, 26, 6, 98, 27, 87, 16, 6, 91, 33.60, Stoic, Manila, 0xd1b2fc, Short sighted, 16' 10'', 22.59320, True, True, True, True
Radioactive Surfer, 55, 5, 9, 94, 65, 97, 23, 70, 39, 68, 52.53, Brave, Toronto, 0xba7e06, Poison susceptible, 19' 9'', 27.33339, True, True, True, False
Mr Hornet, 54, 52, 46, 49, 42, 90, 18, 10, 72, 21, 30.10, Cunning, Jakarta, 0x96759a, Power addicted, 10' 6'', 150.34776, False, True, True, False
Radioactive Hornet, 28, 57, 76, 31, 100, 16, 48, 97, 90, 55, 35.94, Power hungry, Nairobi, 0xeefe0b, Hubris, 1' 0'', 74.71286, True, False, True, False
Invisible Ghost, 3, 9, 14, 15, 1, 9, 73, 88, 74, 2, 22.59, Vengeful, Suzhou, 0x44bc62, Prideful, 2' 2'', 269.31061, True, True, True, True
Radioactive Ghost, 3, 57, 36, 71, 28, 68, 33, 13, 15, 81, 47.24, Honorable, Kuala Lumpur, 0x30f63a, Technology vulnerable, 2' 1'', 268.93818, True, True, False, False
Captain Crusader, 79, 55, 90, 32, 64, 14, 93, 90, 60, 48, 18.00, Stoic, Guangzhou, 0x536548, Guilt ridden, 15' 2'', 263.60702, True, True, True, False
Metal Surfer, 35, 60, 84, 88, 47, 91, 21, 40, 21, 52, 47.78, Honorable, Lagos, 0x7aef1f, Energy drain, 8' 8'', 132.97161, True, False, True, True
Night Master, 71, 91, 63, 63, 82, 64, 95, 79, 92, 81, 38.12, Cold blooded, Chicago, 0xff76e4, Fearful, 17' 4'', 84.06189, True, False, False, False
Night Ghost, 20, 72, 26, 8, 4, 17, 64, 14, 60, 31, 27.92, Arrogant, Sydney, 0x57e778, Fearful, 11' 4'', 55.17158, False, True, False, False
Rocket Woman, 66, 12, 38, 66, 64, 38, 97, 59, 78, 32, 28.25, Reckless, Cape Town, 0x134c67, Guilt ridden, 4' 6'', 33.56086, True, True, False, True
Mr X, 44, 93, 73, 34, 75, 19, 6, 22, 24, 28, 43.80, Manipulative, Sao Paulo, 0x69fbbe, Water weakness, 0' 7'', 228.90122, False, True, True, False
Ancient Claw, 98, 95, 25, 72, 19, 76, 0, 31, 41, 78, 38.34, Calculating, Istanbul, 0xfcb17e, Guilt ridden, 19' 8'', 202.80032, False, True, False, False
Silver Phantom, 5, 23, 28, 12, 55, 98, 72, 98, 62, 31, 33.03, Manipulative, Tianjin, 0xbf8206, Radiation weak, 17' 7'', 125.09526, False, True, True, False
Night Hornet, 91, 88, 55, 16, 58, 14, 14, 33, 100, 37, 39.71, Cold blooded, Seattle, 0x81a9c9, Radiation weak, 2' 7'', 103.92305, False, False, False, True
Silver Boy, 88, 73, 3, 12, 77, 19, 56, 16, 70, 64, 45.74, Sadistic, Nanjing, 0xb64ddd, Light sensitive, 5' 2'', 210.20344, True, False, True, True
Doctor Torch, 87, 63, 42, 82, 28, 82, 11, 39, 0, 24, 33.67, Arrogant, Ahmedabad, 0x1422bd, Poison susceptible, 2' 0'', 212.20438, True, False, False, False
Crimson Cloak, 14, 9, 96, 7, 65, 83, 85, 45, 25, 5, 18.20, Protective, Istanbul, 0xa2b59c, Obsessive, 5' 3'', 8.64866, True, True, True, True
Silver Daredevil, 72, 65, 29, 37, 93, 21, 14, 75, 19, 22, 18.60, Determined, Washington, 0xbfeee9, Hubris, 7' 1'', 18.35875, False, False, True, False
Metal Daredevil, 86, 100, 1, 53, 4, 6, 19, 36, 22, 45, 54.70, Vengeful, Zhengzhou, 0xd3cf3c, Guilt ridden, 2' 2'', 247.92387, True, False, True, False
Master Crusader, 61, 98, 18, 40, 71, 70, 53, 24, 17, 86, 46.44, Brave, Madrid, 0x43a42d, Ice weakness, 5' 10'', 226.75276, False, False, True, True
Iron Machine, 68, 30, 69, 91, 5, 97, 7, 3, 85, 2, 55.96, Ruthless, Sao Paulo, 0xb93d47, Ice weakness, 7' 2'', 18.29828, True, False, False, False
Radioactive Phantom, 60, 13, 97, 28, 77, 77, 70, 93, 64, 5, 42.98, Power hungry, Chongqing, 0x330392, Fire weakness, 10' 3'', 172.76964, True, False, True, True
Crimson Phantom, 21, 75, 46, 37, 7, 43, 81, 53, 57, 80, 18.37, Vengeful, Hong Kong, 0x98b6a4, Short sighted, 14' 4'', 297.54791, True, True, True, False
Ancient Girl, 99, 85, 14, 87, 94, 83, 80, 19, 53, 61, 53.71, Determined, Karachi, 0x2409d3, Fire weakness, 1' 6'', 235.76104, False, True, False, False
Radioactive Skull, 11, 40, 82, 33, 34, 48, 65, 39, 77, 9, 30.14, Arrogant, Belo Horizonte, 0xc3c911, Naive, 10' 3'', 234.18384, False, False, True, True
Ms Lightning, 38, 68, 40, 92, 86, 8, 65, 63, 59, 29, 48.83, Cold blooded, Mexico City, 0xaf1704, Silver weakness, 13' 2'', 44.65531, True, False, True, True
Crimson X, 59, 71, 75, 7, 87, 37, 29, 63, 14, 73, 33.00, Determined, Cairo, 0x31cbd4, Hubris, 20' 11'', 268.48413, True, False, False, False
Ancient X, 90, 75, 40, 27, 1, 16, 49, 60, 11, 72, 45.82, Obsessive, Santiago, 0x0c851b, Fire weakness, 5' 7'', 99.09089, False, True, False, False
Captain Darkness, 60, 70, 51, 81, 86, 42, 60, 8, 11, 35, 6793.44, Cunning, Sydney, 0x6ad513, Trusting, 14' 4'', 232.22187, False, True, False, False
Incredible Lightning, 25, 83, 92, 95, 6, 67, 95, 55, 71, 5, 25.12, Determined, Singapore, 0xc5806e, Distrustful, 1' 9'', 75.34550, False, True, False, False
Wonder Void, 39, 94, 87, 67, 44, 53, 33, 78, 26, 72, 47.92, Ruthless, Chengdu, 0x6a9f30, Impulsive, 2' 8'', 247.10681, False, False, True, False
Silver Master, 14, 3, 26, 94, 39, 37, 6, 56, 47, 48, 18.92, Reckless, Rio de Janeiro, 0xd31450, Manipulable, 4' 2'', 138.45143, False, True, True, False
Masked Hornet, 32, 97, 5, 97, 59, 36, 60, 10, 64, 40, 48.20, Manipulative, Suzhou, 0x9c79e0, Short sighted, 14' 1'', 141.67090, True, False, False, True
Green Torch, 53, 16, 61, 73, 76, 63, 1, 39, 32, 17, 60.43, Cold blooded, Detroit, 0x1b692b, Hotheaded, 8' 2'', 147.08382, True, True, False, True
Invisible Woman, 92, 20, 21, 10, 54, 81, 91, 0, 66, 71, 46.77, Determined, Riyadh, 0x9f943d, Stubborn, 6' 8'', 267.28245, False, True, False, False
Captain Shadow, 15, 93, 3, 41, 58, 47, 96, 4, 10, 46, 24.88, Ruthless, Wuhan, 0x4b6756, Water weakness, 20' 10'', 231.91102, True, False, True, False
The Doom, 6, 74, 36, 71, 60, 61, 87, 3, 26, 8, 44.69, Honorable, Los Angeles, 0x9a0e03, Power addicted, 13' 10'', 222.92103, True, True, False, False
